site,plot,date_observed,genus,species,id,observer,date_entered,data_entry,dist_from_collar,comments,dist_raw
East Woods,U134,9/19/2017,Acer,saccharum,1615,Duckett,9/19/2017,Duckett,0.35,,0.35
East Woods,U134,5/8/2018,Acer,saccharum,1615,Godlewski,6/22/2018,Godlewski,1.7,,1.7
East Woods,U134,5/23/2018,Acer,saccharum,1615,Godlewski,6/22/2018,Godlewski,1.8,,1.8
East Woods,U134,6/7/2018,Acer,saccharum,1615,Godlewski,6/22/2018,Godlewski,1.85,,1.9
East Woods,U134,6/22/2018,Acer,saccharum,1615,Godlewski,7/19/2018,Zumwalde,3.25,,3.3
East Woods,U134,6/27/2018,Acer,saccharum,1615,Koropp,6/29/2018,Koropp,3.4,,3.4
East Woods,U134,7/19/2018,Acer,saccharum,1615,Zumwalde,7/20/2018,Zumwalde,5.4,,5.4
East Woods,U134,7/27/2018,Acer,saccharum,1615,Koropp,7/27/2018,Zumwalde,4.8,,4.8
East Woods,U134,8/10/2018,Acer,saccharum,1615,Zumwalde,8/10/2018,Zumwalde,6.8,,6.8
East Woods,U134,8/31/2018,Acer,saccharum,1615,Zumwalde,8/31/2018,Zumwalde,6.6,,6.6
East Woods,U134,9/26/2018,Acer,saccharum,1615,MY,9/28/2018,Zumwalde,6.6,,6.6
East Woods,U134,10/17/2018,Acer,saccharum,1615,BZ,10/23/2018,Zumwalde,6.5,,6.5
East Woods,U134,10/31/2018,Acer,saccharum,1615,BZ,11/28/2018,Zumwalde,7.5,,7.5
East Woods,U134,3/27/2019,Acer,saccharum,1615,Zumwalde,3/27/2019,Zumwalde,7.45,,7.43
East Woods,U134,5/3/2019,Acer,saccharum,1615,Zumwalde,5/3/2019,Zumwalde,7.35,,7.36
East Woods,U134,7/17/2017,Acer,saccharum,1616,Duckett,7/17/2017,Duckett,0,,0
East Woods,U134,7/26/2017,Acer,saccharum,1616,Duckett,7/31/2017,Duckett,0,,0
East Woods,U134,8/10/2017,Acer,saccharum,1616,Duckett,8/10/2017,Duckett,0,,0
East Woods,U134,8/25/2017,Acer,saccharum,1616,Duckett,8/25/2017,Duckett,0,,0
East Woods,U134,9/6/2017,Acer,saccharum,1616,Duckett,9/8/2017,Duckett,0,,0
East Woods,U134,9/19/2017,Acer,saccharum,1616,Duckett,9/19/2017,Duckett,0,,0
East Woods,U134,5/8/2018,Acer,saccharum,1616,Godlewski,6/22/2018,Godlewski,0,,0
East Woods,U134,5/23/2018,Acer,saccharum,1616,Godlewski,6/22/2018,Godlewski,0,,0
East Woods,U134,6/7/2018,Acer,saccharum,1616,Godlewski,6/22/2018,Godlewski,0,,0
East Woods,U134,6/22/2018,Acer,saccharum,1616,Godlewski,7/19/2018,Zumwalde,0,,0
East Woods,U134,6/27/2018,Acer,saccharum,1616,Koropp,6/29/2018,Koropp,2.4,,2.4
East Woods,U134,7/19/2018,Acer,saccharum,1616,Zumwalde,7/20/2018,Zumwalde,3.4,,3.4
East Woods,U134,7/27/2018,Acer,saccharum,1616,Koropp,7/27/2018,Zumwalde,3.5,,3.5
East Woods,U134,8/10/2018,Acer,saccharum,1616,Zumwalde,8/10/2018,Zumwalde,3.8,,3.8
East Woods,U134,8/31/2018,Acer,saccharum,1616,Zumwalde,8/31/2018,Zumwalde,5.4,,5.4
East Woods,U134,9/26/2018,Acer,saccharum,1616,MY,9/28/2018,Zumwalde,3.6,,3.6
East Woods,U134,10/17/2018,Acer,saccharum,1616,BZ,10/23/2018,Zumwalde,10,,10
East Woods,U134,10/31/2018,Acer,saccharum,1616,BZ,11/28/2018,Zumwalde,10.2,,10.2
East Woods,U134,3/27/2019,Acer,saccharum,1616,Zumwalde,3/27/2019,Zumwalde,9.75,,9.75
East Woods,U134,5/3/2019,Acer,saccharum,1616,Zumwalde,5/3/2019,Zumwalde,10.25,,10.25
