"Lon","Lat","CORNER","stand","order","burn.regime","burn.n","burn.last","elevation","aspect","tpi","slope","PlotID"
-88.0459108414627,41.8152478160844,"N-115","A",1,"none",0,NA,751.405412533933,9.4787819687358,0.00591920289479889,0.291816194464898,"A1"
-88.0390331151431,41.8173438953762,"U-134","B",5,"none",0,NA,698.832705678664,33.16041340917,-0.00497798367711892,0.187892351709523,"B5"
-88.0461554342419,41.8207353250069,"HH-115","C",6,"some",1,2012,725.749218888267,91.6435269676628,0.00440544449395732,0.176713238322083,"C6"
-88.0413671861842,41.8120660173926,"B-127","D",1,"lots",14,2015,782.129611796718,69.4774508725669,0.00413372901178175,0.112706556658863,"D1"
